date,country,co2_per_capita,temp_avg,renewable_share,gdp_per_capita
2000-01-31,Berlin,4.670519034538722,9.643705738083366,0.12559755429618621,28711.027188238917
2000-02-29,Berlin,4.963368239433166,8.102053949338988,0.11483491141752829,28711.027188238917
2000-03-31,Berlin,4.968017988932855,9.9364855040186,0.12208919684616909,28711.027188238917
2000-04-30,Berlin,5.278221693727989,8.500018138230564,0.11720220556476241,28711.027188238917
2000-05-31,Berlin,4.95775329960627,11.098459923034566,0.12247387963106257,28711.027188238917
2000-06-30,Berlin,5.192824649581596,7.793972024986918,0.09480773017057603,28711.027188238917
2000-07-31,Berlin,4.835997129196984,6.980190985749358,0.12804256656285345,28711.027188238917
2000-08-31,Berlin,4.7421750004688095,7.667205645728422,0.1095055931961929,28711.027188238917
2000-09-30,Berlin,5.185433215595548,8.317744272343308,0.11767319489160569,28711.027188238917
2000-10-31,Berlin,4.699749956223681,12.119043831456558,0.11725708734831329,28711.027188238917
2000-11-30,Berlin,5.583359470125709,8.424653362262685,0.14226653611343895,28711.027188238917
2000-12-31,Berlin,4.825797982769976,6.959157341875584,0.11842784838758873,28711.027188238917
2001-01-31,Berlin,4.720190233322598,9.382188446621251,0.1267060364433621,28711.027188238917
2001-02-28,Berlin,4.991906187279561,9.729200109057803,0.1292780984685524,28711.027188238917
2001-03-31,Berlin,5.335126655512229,8.75750689657528,0.1077031451464705,28711.027188238917
2001-04-30,Berlin,5.485155766212863,10.052340023456486,0.13313432175683435,28711.027188238917
2001-05-31,Berlin,5.02538829876452,9.202711203730225,0.1383369814874776,28711.027188238917
2001-06-30,Berlin,5.111547095289171,8.195892581290178,0.12368428764338715,28711.027188238917
2001-07-31,Berlin,4.65737146342179,11.172112571916632,0.12772770406521244,28654.03697659812
2001-08-31,Berlin,5.036933873701293,9.698014401362206,0.13516662963235265,28654.03697659812
2001-09-30,Berlin,4.382641402553045,8.10187862582477,0.14028454218940434,28654.03697659812
2001-10-31,Berlin,5.228132864949367,10.143015756139532,0.12918436949825138,28654.03697659812
2001-11-30,Berlin,5.174874671153596,10.879544934253513,0.12733416863057148,28654.03697659812
2001-12-31,Berlin,5.148173874763562,9.262419995200368,0.14620831968689998,28654.03697659812
2002-01-31,Berlin,5.31308842885816,10.842504629387255,0.1388436069359228,28654.03697659812
2002-02-28,Berlin,4.973437264654552,10.690200244773377,0.1361164306379064,28654.03697659812
2002-03-31,Berlin,4.893482482820475,7.770158172448784,0.13031289957415104,28654.03697659812
2002-04-30,Berlin,5.239500535449288,8.102883384505665,0.1278616676957003,28654.03697659812
